## Tue Apr 25 22:04:12 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_000027050.1	500632.CLONEX_01829	1.03e-204	566.0	COG2367@1|root,COG2367@2|Bacteria,1TQFB@1239|Firmicutes,249R7@186801|Clostridia	186801|Clostridia	V	beta-lactamase	-	-	3.5.2.6	ko:K17836	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2
WP_020862479.1	272632.MSC_0085	1.04e-306	838.0	COG0486@1|root,COG0486@2|Bacteria,3WSVW@544448|Tenericutes	544448|Tenericutes	J	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34	trmE	-	-	ko:K03650	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko01000,ko03016	-	-	-	MMR_HSR1,MnmE_helical,TrmE_N
WP_020862480.1	1188234.MALK_0930	3.28e-46	159.0	2BK8F@1|root,32ENF@2|Bacteria,3WTHN@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862490.1	272632.MSC_0087	3.92e-163	458.0	2BMCD@1|root,32FWK@2|Bacteria,3WTI5@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862491.1	1179777.D500_0492	1.07e-137	393.0	29ZPZ@1|root,30MQP@2|Bacteria,3WTJ8@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862492.1	272632.MSC_0089	0.0	1764.0	COG0653@1|root,COG0653@2|Bacteria,3WSXQ@544448|Tenericutes	544448|Tenericutes	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane	secA	-	-	ko:K03070	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4	-	-	Helicase_C,SecA_DEAD,SecA_PP_bind,SecA_SW
WP_020862493.1	272632.MSC_0090	1.31e-128	366.0	COG1739@1|root,COG1739@2|Bacteria,3WTQ6@544448|Tenericutes	544448|Tenericutes	S	Uncharacterized protein family UPF0029	yigZ	-	-	-	-	-	-	-	-	-	-	-	UPF0029
WP_020862494.1	272632.MSC_0091	3.88e-211	584.0	COG0258@1|root,COG0258@2|Bacteria,3WSZM@544448|Tenericutes	544448|Tenericutes	L	Helix-hairpin-helix class 2 (Pol1 family) motifs	polA1	-	2.7.7.7	ko:K02335	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440	-	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	5_3_exonuc,5_3_exonuc_N
WP_020862495.1	519441.Smon_0289	1.08e-179	507.0	COG3392@1|root,COG3392@2|Bacteria,37A95@32066|Fusobacteria	32066|Fusobacteria	L	D12 class N6 adenine-specific DNA methyltransferase	-	-	2.1.1.72	ko:K07318	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	MethyltransfD12
WP_020862496.1	1122172.KB890271_gene266	1.63e-128	375.0	COG0338@1|root,COG0338@2|Bacteria,37BTI@32066|Fusobacteria	2|Bacteria	H	Site-specific DNA-methyltransferase (Adenine-specific)	dam	-	2.1.1.72	ko:K06223	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko02048,ko03032,ko03400	-	-	-	MethyltransfD12
WP_020862497.1	1122172.KB890271_gene265	1.22e-209	598.0	COG1578@1|root,COG1578@2|Bacteria	2|Bacteria	S	Protein of unknown function DUF89	-	-	-	-	-	-	-	-	-	-	-	-	RE_AlwI
WP_020862498.1	1188233.MAU_1480	6.43e-242	672.0	COG1373@1|root,COG1373@2|Bacteria,3WSX6@544448|Tenericutes	544448|Tenericutes	S	AAA domain	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
WP_020862499.1	272632.MSC_0096	1.96e-112	325.0	COG0237@1|root,COG0237@2|Bacteria,3WTN6@544448|Tenericutes	544448|Tenericutes	H	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A	coaE	-	2.7.1.24	ko:K00859	ko00770,ko01100,map00770,map01100	M00120	R00130	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	CoaE
WP_020862500.1	880447.MSB_A0096	6.69e-174	487.0	COG1189@1|root,COG1189@2|Bacteria,3WTMF@544448|Tenericutes	544448|Tenericutes	J	FtsJ-like methyltransferase	yqxC	-	2.1.1.226,2.1.1.227	ko:K06442	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	FtsJ,S4
WP_020862501.1	272632.MSC_0100	5.57e-37	125.0	295BP@1|root,2ZSPT@2|Bacteria,3WU15@544448|Tenericutes	544448|Tenericutes	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
WP_020862502.1	272632.MSC_0101	1.19e-300	824.0	COG1570@1|root,COG1570@2|Bacteria,3WTA1@544448|Tenericutes	544448|Tenericutes	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseA	-	3.1.11.6	ko:K03601	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_L,tRNA_anti_2
WP_020862503.1	272632.MSC_0102	7.06e-84	248.0	COG0781@1|root,COG0781@2|Bacteria,3WTQC@544448|Tenericutes	544448|Tenericutes	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	-	-	ko:K03625	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	NusB
WP_020862504.1	272632.MSC_0103	1.77e-147	425.0	2B5NM@1|root,31YI0@2|Bacteria,3WTJ1@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862505.1	880447.MSB_A0101	9.94e-209	577.0	COG0648@1|root,COG0648@2|Bacteria,3WSYK@544448|Tenericutes	544448|Tenericutes	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	nfo	-	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
WP_020862506.1	272632.MSC_0106	2.17e-163	459.0	COG0196@1|root,COG0196@2|Bacteria,3WTAP@544448|Tenericutes	544448|Tenericutes	H	Riboflavin kinase	ribC/ribF	-	2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Flavokinase
WP_020862507.1	272632.MSC_0107	0.0	956.0	COG0793@1|root,COG0793@2|Bacteria,3WSXP@544448|Tenericutes	544448|Tenericutes	M	Peptidase family S41	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S41
WP_020862510.1	272632.MSC_0110	3.54e-198	550.0	COG1210@1|root,COG1210@2|Bacteria,3WT6N@544448|Tenericutes	544448|Tenericutes	M	Nucleotidyl transferase	gtaB	-	2.7.7.9	ko:K00963	ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130	M00129,M00361,M00362,M00549	R00289	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
WP_020862511.1	272632.MSC_0111	2.78e-74	225.0	294PH@1|root,2ZS2U@2|Bacteria,3WU0M@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862513.1	272632.MSC_0113	0.0	1000.0	COG0488@1|root,COG0488@2|Bacteria,3WT1U@544448|Tenericutes	544448|Tenericutes	S	abc transporter atp-binding protein	yheS_1	-	-	ko:K06158	-	-	-	-	ko00000,ko03012	-	-	-	ABC_tran,ABC_tran_Xtn
WP_020862514.1	1179777.D500_0430	5.88e-277	759.0	COG1171@1|root,COG1171@2|Bacteria,3WSXM@544448|Tenericutes	544448|Tenericutes	E	Pyridoxal-phosphate dependent enzyme	ilvA	-	4.3.1.19	ko:K01754	ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230	M00570	R00220,R00996	RC00418,RC02600	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
WP_020862515.1	880447.MSB_A0171	0.0	940.0	2BMCG@1|root,32FWP@2|Bacteria,3WT1P@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862516.1	272632.MSC_0116	9.98e-212	584.0	COG1073@1|root,COG1073@2|Bacteria,3WTC1@544448|Tenericutes	544448|Tenericutes	S	Alpha/beta hydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4
WP_020862517.1	272632.MSC_0117	2.4e-133	382.0	2B6BC@1|root,31Z90@2|Bacteria,3WUJT@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862519.1	272632.MSC_0130	0.0	967.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,3WSWI@544448|Tenericutes	544448|Tenericutes	G	phosphotransferase system, EIIB	nagE	-	2.7.1.193,2.7.1.199	ko:K02777,ko:K02778,ko:K02779,ko:K02803,ko:K02804	ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111	M00265,M00266,M00267,M00268,M00270,M00272,M00303,M00806	R02738,R02780,R04111,R04394,R05132,R05199,R08559	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1,4.A.1.1.15,4.A.1.1.2,4.A.1.1.5,4.A.1.1.7	-	-	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
WP_020862520.1	880447.MSB_A0178	0.0	962.0	COG0008@1|root,COG0008@2|Bacteria,3WT19@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX	-	6.1.1.17,6.1.1.24	ko:K01885,ko:K09698	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R03651,R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c
WP_020862521.1	272632.MSC_0132	3.09e-286	782.0	COG1078@1|root,COG1078@2|Bacteria,3WT60@544448|Tenericutes	544448|Tenericutes	S	Metal dependent phosphohydrolases with conserved 'HD' motif.	-	-	-	ko:K06885	-	-	-	-	ko00000	-	-	-	HD
WP_020862522.1	272632.MSC_0134	0.0	1036.0	COG0504@1|root,COG0504@2|Bacteria,3WSXC@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen	pyrG	-	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_synth_N,GATase
WP_020862523.1	272632.MSC_0135	2.23e-99	302.0	COG3291@1|root,COG3291@2|Bacteria,3WUF4@544448|Tenericutes	2|Bacteria	S	Mycoplasma protein of unknown function, DUF285	-	-	-	-	-	-	-	-	-	-	-	-	DUF285
WP_020862524.1	880447.MSB_A0185	7.73e-236	650.0	COG0464@1|root,COG0464@2|Bacteria,3WT8B@544448|Tenericutes	544448|Tenericutes	O	hmm pf00004	-	-	-	-	-	-	-	-	-	-	-	-	AAA
WP_020862525.1	880447.MSB_A0186	0.0	1296.0	COG1404@1|root,COG1404@2|Bacteria,3WT8A@544448|Tenericutes	544448|Tenericutes	O	Subtilase family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S8
WP_020862526.1	880447.MSB_A0187	0.0	923.0	COG2211@1|root,COG2211@2|Bacteria,3WT3V@544448|Tenericutes	544448|Tenericutes	G	Major facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WP_020862528.1	272632.MSC_0145	2.49e-173	483.0	COG0584@1|root,COG0584@2|Bacteria,3WT6A@544448|Tenericutes	544448|Tenericutes	C	glycerophosphoryl diester phosphodiesterase	glpQ	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD
WP_020862529.1	272632.MSC_0146	2.63e-58	180.0	COG0254@1|root,COG0254@2|Bacteria,3WTVX@544448|Tenericutes	544448|Tenericutes	J	50S ribosomal protein L31	rpmE	-	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
WP_020862530.1	272632.MSC_0147	0.0	1183.0	COG3839@1|root,COG3839@2|Bacteria,3WTBM@544448|Tenericutes	544448|Tenericutes	G	Belongs to the ABC transporter superfamily	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862531.1	272632.MSC_0148	6.28e-221	610.0	COG0618@1|root,COG0618@2|Bacteria,3WSVY@544448|Tenericutes	544448|Tenericutes	S	DHH family	-	-	3.1.13.3,3.1.3.7	ko:K06881	ko00920,ko01100,ko01120,map00920,map01100,map01120	-	R00188,R00508	RC00078	ko00000,ko00001,ko01000,ko03400	-	-	-	DHH,DHHA1
WP_020862532.1	272632.MSC_0150	5.79e-248	682.0	COG0216@1|root,COG0216@2|Bacteria,3WSVU@544448|Tenericutes	544448|Tenericutes	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	-	-	ko:K02835	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
WP_020862533.1	272632.MSC_0151	2.32e-199	552.0	COG2890@1|root,COG2890@2|Bacteria,3WTXX@544448|Tenericutes	544448|Tenericutes	J	Belongs to the protein N5-glutamine methyltransferase family	hemK	-	2.1.1.297,2.7.7.87	ko:K02493,ko:K07566	-	-	R10463,R10806	RC00003,RC00745,RC03279	ko00000,ko01000,ko03009,ko03012,ko03016	-	-	-	MTS,Methyltransf_31
WP_020862534.1	272632.MSC_0152	0.0	899.0	2F52U@1|root,33XQ5@2|Bacteria,3WT9D@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862535.1	272632.MSC_0153	5.97e-106	306.0	COG0009@1|root,COG0009@2|Bacteria,3WTKV@544448|Tenericutes	544448|Tenericutes	J	Telomere recombination	sua5	-	2.7.7.87	ko:K07566	-	-	R10463	RC00745	ko00000,ko01000,ko03009,ko03016	-	-	-	Sua5_yciO_yrdC
WP_020862536.1	1179777.D500_0013	1.35e-209	580.0	COG0454@1|root,COG0456@2|Bacteria,3WTBV@544448|Tenericutes	544448|Tenericutes	K	acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862537.1	1179777.D500_0014	2.27e-137	392.0	2A3D7@1|root,30RVP@2|Bacteria,3WTRZ@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862538.1	272632.MSC_0156	0.0	993.0	COG1502@1|root,COG1502@2|Bacteria,3WT5J@544448|Tenericutes	544448|Tenericutes	I	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol	cls	-	-	ko:K06131	ko00564,ko01100,map00564,map01100	-	R07390	RC00017	ko00000,ko00001,ko01000	-	-	-	PLDc_2,PLDc_N
WP_020862540.1	272632.MSC_0162	0.0	1526.0	COG1501@1|root,COG1501@2|Bacteria,3WT74@544448|Tenericutes	544448|Tenericutes	G	Glycosyl hydrolases family 31	-	-	3.2.1.177	ko:K01811	-	-	-	-	ko00000,ko01000	-	GH31	-	Gal_mutarotas_2,Glyco_hydro_31
WP_020862541.1	272632.MSC_0163	4.68e-314	857.0	COG0260@1|root,COG0260@2|Bacteria,3WSXR@544448|Tenericutes	544448|Tenericutes	E	Belongs to the peptidase M17 family	pepA	-	3.4.11.1	ko:K01255	ko00480,ko01100,map00480,map01100	-	R00899,R04951	RC00096,RC00141	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_M17
WP_020862542.1	272632.MSC_0166	2.22e-153	431.0	COG0220@1|root,COG0220@2|Bacteria,3WTRT@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	trmB	-	2.1.1.33	ko:K03439	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_4
WP_020862543.1	272632.MSC_0167	1.14e-267	741.0	COG2239@1|root,COG2239@2|Bacteria,3WSZY@544448|Tenericutes	544448|Tenericutes	P	Acts as a magnesium transporter	mgtE	-	-	ko:K06213	-	-	-	-	ko00000,ko02000	1.A.26.1	-	-	CBS,MgtE,MgtE_N
WP_020862544.1	1179777.D500_0121	0.0	936.0	COG5279@1|root,COG5279@2|Bacteria,3WT03@544448|Tenericutes	544448|Tenericutes	D	Transglutaminase-like superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Transglut_core
WP_020862545.1	272632.MSC_0175	4.18e-161	454.0	COG2253@1|root,COG2253@2|Bacteria,3WTHF@544448|Tenericutes	544448|Tenericutes	S	Nucleotidyl transferase AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	AbiEii
WP_020862546.1	272632.MSC_0176	7.49e-139	392.0	COG5340@1|root,COG5340@2|Bacteria,3WTMS@544448|Tenericutes	544448|Tenericutes	K	Transcriptional regulator, AbiEi antitoxin	-	-	-	-	-	-	-	-	-	-	-	-	AbiEi_4
WP_020862547.1	272632.MSC_0178	0.0	1751.0	COG0013@1|root,COG0013@2|Bacteria,3WT0N@544448|Tenericutes	544448|Tenericutes	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	alaS	-	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DHHA1,tRNA-synt_2c,tRNA_SAD
WP_020862548.1	880447.MSB_A0212	1.07e-282	774.0	COG0601@1|root,COG0601@2|Bacteria,3WSVD@544448|Tenericutes	544448|Tenericutes	P	abc transporter permease protein	oppB	-	-	ko:K02033,ko:K15581	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	BPD_transp_1
WP_020862549.1	880447.MSB_A0214	0.0	1053.0	COG0444@1|root,COG0444@2|Bacteria,3WSW1@544448|Tenericutes	544448|Tenericutes	EP	Belongs to the ABC transporter superfamily	oppD	-	-	ko:K02031,ko:K15583	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
WP_020862550.1	880447.MSB_A0215	0.0	1155.0	COG0444@1|root,COG4608@1|root,COG0444@2|Bacteria,COG4608@2|Bacteria,3WT2K@544448|Tenericutes	544448|Tenericutes	P	Belongs to the ABC transporter superfamily	oppF	-	-	ko:K10823	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
WP_020862551.1	880447.MSB_A0216	0.0	1948.0	COG4166@1|root,COG4166@2|Bacteria,3WT8F@544448|Tenericutes	544448|Tenericutes	E	Bacterial extracellular solute-binding proteins, family 5 Middle	oppA	-	-	ko:K15580	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	SBP_bac_5
WP_020862552.1	1179777.D500_0108	2.47e-276	759.0	COG1373@1|root,COG1373@2|Bacteria,3WSX6@544448|Tenericutes	544448|Tenericutes	S	AAA domain	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
WP_020862553.1	880447.MSB_A0219	4.62e-310	845.0	COG1373@1|root,COG1373@2|Bacteria,3WSX6@544448|Tenericutes	544448|Tenericutes	S	AAA domain	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
WP_020862554.1	272632.MSC_0241	1.3e-206	572.0	COG0561@1|root,COG0561@2|Bacteria,3WSUS@544448|Tenericutes	544448|Tenericutes	S	haloacid dehalogenase-like hydrolase	yitU	-	3.1.3.104	ko:K21064	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R07280	RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Hydrolase_3
WP_020862555.1	272632.MSC_0240	8.78e-305	842.0	2BK5Q@1|root,32EJB@2|Bacteria,3WTAG@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862557.1	880447.MSB_A0221	4.97e-135	410.0	2BK5Q@1|root,32EJB@2|Bacteria,3WTAG@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862558.1	880447.MSB_A0222	1.32e-130	372.0	COG0637@1|root,COG0637@2|Bacteria,3WTE2@544448|Tenericutes	544448|Tenericutes	S	beta-phosphoglucomutase	pgmB	-	5.4.2.6	ko:K01838	ko00500,map00500	-	R02728,R11310	RC00408	ko00000,ko00001,ko01000	-	-	-	HAD_2
WP_020862559.1	880447.MSB_A0223	0.0	1249.0	COG0366@1|root,COG0366@2|Bacteria,3WU99@544448|Tenericutes	544448|Tenericutes	G	Alpha-amylase domain	-	-	3.2.1.133,3.2.1.135,3.2.1.54	ko:K01208	ko00500,ko01100,map00500,map01100	-	R02112,R03122,R11262	-	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase
WP_020862561.1	880447.MSB_A0225	0.0	1140.0	2A07R@1|root,30NAY@2|Bacteria,3WUEE@544448|Tenericutes	880447.MSB_A0225|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862562.1	880447.MSB_A0226	0.0	974.0	2A07R@1|root,30NAY@2|Bacteria,3WUEE@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862563.1	880447.MSB_A0229	0.0	1566.0	COG3833@1|root,COG3833@2|Bacteria,3WT1G@544448|Tenericutes	544448|Tenericutes	P	ABC transporter permease	malD	-	-	ko:K15772	ko02010,map02010	M00491	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.16,3.A.1.1.2	-	-	BPD_transp_1
WP_020862564.1	880447.MSB_A0231	0.0	1470.0	COG1554@1|root,COG1554@2|Bacteria,3WT2U@544448|Tenericutes	544448|Tenericutes	G	Glycosyl hydrolase family 65 central catalytic domain	treP	-	2.4.1.64,2.4.1.8	ko:K00691,ko:K04844,ko:K05342	ko00500,ko01100,map00500,map01100	-	R01555,R02727	RC00049	ko00000,ko00001,ko01000	-	GH65	-	Glyco_hydro_65C,Glyco_hydro_65N,Glyco_hydro_65m
WP_020862565.1	1179777.D500_0502	0.0	1051.0	COG0366@1|root,COG0366@2|Bacteria,3WSXJ@544448|Tenericutes	544448|Tenericutes	G	Alpha-amylase domain	dexB	-	3.2.1.10,3.2.1.20,3.2.1.70	ko:K01182,ko:K01187,ko:K01215	ko00052,ko00500,ko01100,map00052,map00500,map01100	-	R00028,R00801,R00802,R01718,R01791,R06087,R06088,R06199	RC00028,RC00049,RC00059,RC00077,RC00451	ko00000,ko00001,ko01000	-	GH13,GH31	-	Alpha-amylase
WP_020862566.1	880447.MSB_A0234	0.0	1136.0	COG1164@1|root,COG1164@2|Bacteria,3WT06@544448|Tenericutes	544448|Tenericutes	E	hmm tigr00181	pepF	-	-	ko:K08602	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3,Peptidase_M3_N
WP_020862567.1	272632.MSC_0236	4.1e-152	428.0	2CJYX@1|root,340YT@2|Bacteria,3WTE6@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_020862568.1	880447.MSB_A0236	7.93e-306	836.0	COG0260@1|root,COG0260@2|Bacteria,3WSXR@544448|Tenericutes	544448|Tenericutes	E	Belongs to the peptidase M17 family	pepA	-	3.4.11.1	ko:K01255	ko00480,ko01100,map00480,map01100	-	R00899,R04951	RC00096,RC00141	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_M17
WP_020862569.1	1000569.HMPREF1040_0289	2.05e-10	60.8	COG1373@1|root,COG1373@2|Bacteria,1TP7X@1239|Firmicutes,4H3PV@909932|Negativicutes	909932|Negativicutes	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	AAA_14,DUF4143
WP_020862570.1	880447.MSB_A0238	7.71e-133	378.0	COG2059@1|root,COG2059@2|Bacteria,3WT77@544448|Tenericutes	544448|Tenericutes	P	chromate transport protein	chrA-1	-	-	ko:K07240	-	-	-	-	ko00000,ko02000	2.A.51.1	-	-	Chromate_transp
WP_020862571.1	272632.MSC_0226	0.0	1716.0	COG0687@1|root,COG1177@1|root,COG1340@1|root,COG0687@2|Bacteria,COG1177@2|Bacteria,COG1340@2|Bacteria,3WSUK@544448|Tenericutes	544448|Tenericutes	P	spermidine putrescine transport system, permease	potC	-	-	ko:K11070	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	BPD_transp_1,Lipoprotein_8
